type,area
Superficial_cell_external,61.368125000000006
Superficial_cell_external,49.74937500000001
Superficial_cell_external,49.96062500000001
Superficial_cell_external,44.151250000000005
Superficial_cell_external,48.693125
Superficial_cell_external,16.371875000000003
Superficial_cell_external,10.14
Superficial_cell_external,100.34375000000001
Superficial_cell_external,49.432500000000005
Superficial_cell_external,26.934375000000003
Superficial_cell_external,75.83875
Superficial_cell_external,64.11437500000001
Superficial_cell_external,75.52187500000001
Superficial_cell_external,39.503750000000004
Superficial_cell_external,99.604375
Superficial_cell_external,12.675
Superficial_cell_external,73.515
Superficial_cell_external,67.494375
Superficial_cell_external,40.56
Superficial_cell_external,70.66312500000001
Superficial_cell_external,83.02125000000001
Superficial_cell_external,19.012500000000003
Superficial_cell_external,0.8450000000000001
Superficial_cell_external,56.82625000000001
Superficial_cell_external,58.09375000000001
Superficial_cell_external,38.553125
Leading_cell_external,82.17625000000001
Leading_cell_external,102.13937500000002
Leading_cell_external,31.265000000000004
Leading_cell_external,63.903125
Leading_cell_external,17.639375
Leading_cell_external,42.355625
Leading_cell_external,57.988125000000004
Leading_cell_external,24.716250000000002
Leading_cell_external,59.361250000000005
Leading_cell_external,4.013750000000001
Leading_cell_external,70.24062500000001
Leading_cell_external,115.13125000000001
Leading_cell_external,75.09937500000001
Neuromast_cell_area,277.16
Neuromast_cell_area,251.91562500000003
Neuromast_cell_area,294.06
Neuromast_cell_area,151.6775
Neuromast_cell_area,183.04812500000003
Neuromast_cell_area,187.27312500000002
Neuromast_cell_area,290.68
Neuromast_cell_area,173.11937500000002
Neuromast_cell_area,224.55875000000003
Neuromast_cell_area,264.59062500000005
Neuromast_cell_area,183.470625
Neuromast_cell_area,242.93750000000003
Neuromast_cell_area,180.09062500000002
Neuromast_cell_area,222.974375
Neuromast_cell_area,145.445625
Neuromast_cell_area,242.409375
Neuromast_cell_area,274.94187500000004
Neuromast_cell_area,213.99625000000003
Neuromast_cell_area,232.691875
Neuromast_cell_area,218.96062500000002
Neuromast_cell_area,295.644375
Neuromast_cell_area,289.20125
Neuromast_cell_area,254.97875000000002
Neuromast_cell_area,274.73062500000003
Neuromast_cell_area,251.07062500000004
Neuromast_cell_area,240.93062500000002
Neuromast_cell_area,227.19937500000003
Neuromast_cell_area,262.055625
Neuromast_cell_area,236.70562500000003
Neuromast_cell_area,245.89500000000004
Neuromast_cell_area,263.11187500000005
Neuromast_cell_area,239.87437500000001
Neuromast_cell_area,232.691875
Neuromast_cell_area,289.09562500000004
Neuromast_cell_area,302.08750000000003
Neuromast_cell_area,224.34750000000003
Neuromast_cell_area,234.4875
Neuromast_cell_area,234.06500000000003
Neuromast_cell_area,227.09375000000003
Neuromast_cell_area,199.52562500000002
Neuromast_cell_area,235.75500000000002
Neuromast_cell_area,260.04875000000004
Neuromast_cell_area,229.73437500000003
Neuromast_cell_area,206.285625
Neuromast_cell_area,233.53687500000004
Neuromast_cell_area,225.50937500000003
Neuromast_cell_area,239.13500000000002
Neuromast_cell_area,214.73562500000003
Neuromast_cell_area,213.78500000000003
Neuromast_cell_area,221.17875
Neuromast_cell_area,227.83312500000002
Neuromast_cell_area,242.19812500000003
Neuromast_cell_area,244.205
Neuromast_cell_area,197.62437500000001
Neuromast_cell_area,207.76437500000003
Neuromast_cell_area,281.490625
Neuromast_cell_area,179.034375
Neuromast_cell_area,162.45125000000002
Neuromast_cell_area,210.51062500000003
Neuromast_cell_area,230.47375000000002
Neuromast_cell_area,173.753125
Neuromast_cell_area,232.05812500000002
Neuromast_cell_area,183.15375000000003
Neuromast_cell_area,183.68187500000002
Superficial_cell_area,158.86
Superficial_cell_area,308.8475
Superficial_cell_area,177.45000000000002
Superficial_cell_area,221.284375
Superficial_cell_area,192.55437500000002
Superficial_cell_area,166.04250000000002
Superficial_cell_area,320.360625
Superficial_cell_area,179.45687500000003
Superficial_cell_area,198.68062500000002
Superficial_cell_area,229.73437500000003
Superficial_cell_area,138.89687500000002
Superficial_cell_area,156.7475
Superficial_cell_area,149.45937500000002
Superficial_cell_area,184.21
Superficial_cell_area,176.288125
Superficial_cell_area,143.33312500000002
Superficial_cell_area,165.93687500000001
Superficial_cell_area,177.76687500000003
Superficial_cell_area,193.0825
Superficial_cell_area,149.1425
Superficial_cell_area,209.45437500000003
Superficial_cell_area,180.83
Superficial_cell_area,210.61625
Superficial_cell_area,159.81062500000002
Superficial_cell_area,158.33187500000003
Superficial_cell_area,289.83500000000004
Superficial_cell_area,176.288125
Superficial_cell_area,199.314375
Superficial_cell_area,206.91937500000003
Superficial_cell_area,179.56250000000003
Superficial_cell_area,207.55312500000002
Superficial_cell_area,220.75625000000002
Superficial_cell_area,289.62375000000003
Superficial_cell_area,200.159375
Superficial_cell_area,203.96187500000002
Superficial_cell_area,178.40062500000002
Superficial_cell_area,172.48562500000003
Superficial_cell_area,175.86562500000002
Superficial_cell_area,220.22812500000003
Superficial_cell_area,220.22812500000003
Superficial_cell_area,200.159375
Superficial_cell_area,201.21562500000002
Superficial_cell_area,169.84500000000003
Superficial_cell_area,165.40875000000003
Leading_cell_area,206.91937500000003
Leading_cell_area,235.01562500000003
Leading_cell_area,196.99062500000002
Leading_cell_area,161.60625000000002
Leading_cell_area,213.04562500000003
Leading_cell_area,159.388125
Leading_cell_area,188.43500000000003
Leading_cell_area,184.63250000000002
Leading_cell_area,240.61375
Leading_cell_area,218.96062500000002
Leading_cell_area,193.0825
Leading_cell_area,200.47625000000002
Leading_cell_area,197.30750000000003
